agency_name,agency_name_secondary,agency_address,agency_phone,agency_website,agency_wheelchair_access,available_beds,intake_open_appointments,populations_served,languages_spoken,last_updated,agency_hours_sunday_open,agency_hours_sunday_close,intake_hours_sunday_open,intake_hours_sunday_close,agency_hours_monday_open,agency_hours_monday_close,intake_hours_monday_open,intake_hours_monday_close,agency_hours_tuesday_open,agency_hours_tuesday_close,intake_hours_tuesday_open,intake_hours_tuesday_close,agency_hours_wednesday_open,agency_hours_wednesday_close,intake_hours_wednesday_open,intake_hours_wednesday_close,agency_hours_thursday_open,agency_hours_thursday_close,intake_hours_thursday_open,intake_hours_thursday_close,agency_hours_friday_open,agency_hours_friday_close,intake_hours_friday_open,intake_hours_friday_close,agency_hours_saturday_open,agency_hours_saturday_close,intake_hours_saturday_open,intake_hours_saturday_close
PENNY LANE CENTERS,,"15305 Rayen Street,North Hills, CA 91343",(818) 430-4445,,,,,,"English, Spanish",Last Updated: 8/14/2025 8:30:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,,",Long Beach, CA 90804",(562) 987-5722,,,RBHAdult - F: 1,,,English,Last Updated: 8/14/2025 7:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,,",Long Beach, CA 90804",(562) 987-5722,,,RBHAdult - M: 0Adult - F: 0,,,English,Last Updated: 8/14/2025 7:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,,",Long Beach, CA 90804",(562) 987-5722,,,RBHAdult - M: 0Adult - F: 0,,,English,Last Updated: 8/14/2025 7:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIVINE HEALTHCARE SERVICES, INC.",Secondary Agency Name:,",Long Beach, CA 90804",(310) 672-3820,,,RBHAdult - M: 0,,,Spanish,Last Updated: 8/13/2025 9:22:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,,",Long Beach, CA 90804",(562) 665-7488,,,RBHAdult - M: 0,,,English,Last Updated: 8/13/2025 8:42:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,,",Long Beach, CA 90804",(562) 987-5722,,,RBHAdult - M: 0,,,English,Last Updated: 8/14/2025 7:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,,",Long Beach, CA 90804",(562) 987-5722,,,RBHAdult - M: 0,,,English,Last Updated: 8/14/2025 7:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,,",Long Beach, CA 90804",(562) 987-5722,,,RBHAdult - M: 0,,,English,Last Updated: 8/14/2025 7:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,Secondary Agency Name:,",Long Beach, CA 90804",(562) 987-5722,,,RBHAdult - M: 0,,,"English, Spanish",Last Updated: 8/14/2025 7:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,,"1046 Redondo Avenue,Long Beach, CA 90804",(562) 987-5722,,,,,,English,Last Updated: 8/14/2025 7:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,,"3125 East 7th Street,Long Beach, CA 90804",(562) 987-5722,,,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0,,,English,Last Updated: 8/14/2025 7:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,,"728-A Freeman Avenue,Long Beach, CA 90804",(562) 987-5722,,,RS(3.1)Adult - M: 0Adult - F: 0RS(3.5)Adult - M: 0Adult - F: 0,,,English,Last Updated: 8/14/2025 7:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,,"728 Freeman Avenue,Long Beach, CA 90804",(562) 987-5722,,,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0,,,English,Last Updated: 8/14/2025 7:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,,"718 Freeman Avenue,Long Beach, CA 90804",(562) 987-5722,,,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0,,,"English, Spanish",Last Updated: 8/14/2025 7:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,,"727 Obispo Avenue,Long Beach, CA 90804",(562) 987-5722,,,RS(3.1)Adult - F: 0RS(3.5)Adult - F: 0,,,English,Last Updated: 8/14/2025 7:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,,"729 Obispo Avenue,Long Beach, CA 90804",(562) 987-5722,,,RS(3.1)Adult - F: 0RS(3.5)Adult - F: 0,,,English,Last Updated: 8/14/2025 7:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,,"3111 East Seventh Street,Long Beach, CA 90804",(562) 987-5722,,,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0,,,"English, Spanish",Last Updated: 8/14/2025 7:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,,"719 Obispo Avenue, Apts. 1-10,Long Beach, CA 90804",(562) 987-5722,,,RS(3.1)Adult - M: 0Adult - F: 0RS(3.5)Adult - M: 0Adult - F: 0,,,English,Last Updated: 8/14/2025 7:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,,"3115 East Seventh Street,Long Beach, CA 90804",(562) 987-5722,,,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0,,,English,Last Updated: 8/14/2025 7:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,,"3113 East Seventh Street,Long Beach, CA 90804",(562) 987-5722,,,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0,,,"American Sign Language, English",Last Updated: 8/14/2025 7:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,,"3131 East 7th Street, Apt.1, 3, 4, 5, 6,Long Beach, CA 90804",(562) 987-5722,,,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0,,,English,Last Updated: 8/14/2025 7:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,,"3137-3139 East 7th Street,Long Beach, CA 90804",(562) 987-5722,,,,,,"English, Spanish",Last Updated: 8/14/2025 7:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE REFUGE,,"3119 East Seventh Street,Long Beach, CA 90804",(562) 987-5722,,,RS(3.1)Adult - M: 0Adult - F: 0RS(3.5)Adult - M: 0Adult - F: 0,,,English,Last Updated: 8/14/2025 7:22:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ADDICTION RESEARCH AND TREATMENT, INC.",,"15229 East Amar Road,La Puente, CA 91744",(626) 855-5090,,,,,,"Cantonese, English, Russian, Spanish, Tagalog",Last Updated: 11/20/2019 9:09:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BAART BEHAVIORAL HEALTH SERVICES, INC.",,"15229 East Amar Road,La Puente, CA 91744",(626) 855-5090,,,,,,"English, Spanish",Last Updated: 11/20/2022 11:09:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN FERNANDO VALLEY COMMUNITY MENTAL HEALTH CENTER, INC.",,"16650 Sherman Way, Suite 102,Van Nuys, CA 91406",(818) 901-4836,,,,,,"English, Spanish",Last Updated: 4/5/2022 5:00:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRED KENNEDY ASSOCIATES, INC.",,"1931 North Gaffey Street, Suite D,San Pedro, CA 90731",(310) 521-1263,,,,,,"English, Spanish",Last Updated: 6/29/2017 10:32:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.",Secondary Agency Name:,",Long Beach, CA 90814",(800) 996-1051,,,RBHAdult - M: 1,,,English,Last Updated: 8/14/2025 9:13:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN FERNANDO RECOVERY CENTER,,"762, 734, 732 Griswold Avenue,San Fernando, CA 91340",(747) 500-9405,,,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0,,,Spanish,Last Updated: 8/14/2025 9:27:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAFETY EDUCATION CENTER, INC.",,"1515 West Cameron Avenue, Building C, Suite 300,West Covina, CA 91790",(626) 960-3977,,,,,,"English, Spanish",Last Updated: 6/29/2017 10:07:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTHEAST VALLEY HEALTH CORPORATION,,"1036 North Maclay Avenue,San Fernando, CA 91340",(818) 365-2571,,,,,,"English, Spanish",Last Updated: 6/29/2017 10:35:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN TOWN CORPORATION,Secondary Agency Name:,"4281 Katella Avenue, Suite 117,Los Alamitos, CA 90720",(562) 596-0050,,,,,,"English, Spanish",Last Updated: 8/14/2025 8:12:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DRIVER SAFETY AWARENESS PROGRAM, INC.",,"16909 Parthenia Street, #104B,Northridge, CA 91343",(818) 830-8870,,,,,,Spanish,Last Updated: 3/26/2024 12:15:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN PALMS RECOVERY CENTER,,"130 South 1st Street,City Of Industry, CA 91744",(626) 968-8875,,,,,,"English, Spanish",Last Updated: 5/17/2023 7:58:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEHAVIORAL HEALTH SERVICES, INC.",Secondary Agency Name:,",Long Beach, CA 90802",(562) 435-7350,,,RBHAdult - F: 0,,,English,Last Updated: 8/13/2025 10:32:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,,",Long Beach, CA 90802",(562) 863-0987,,,RBHAdult - F: 0,,,English,Last Updated: 8/13/2025 8:42:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HOUSE OF HOPE FOUNDATION, INC.",,",San Pedro, CA 90731",(310) 831-9411,,,RBHAdult - F: 0,,,English,Last Updated: 8/13/2025 9:45:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEHAVIORAL HEALTH SERVICES, INC.",Secondary Agency Name:,"590 West 8th Street,San Pedro, CA 90731",(310) 831-2358,,,,,,"English, Spanish",Last Updated: 8/13/2025 6:57:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HOUSE OF HOPE FOUNDATION, INC.",,"205 West 9th Street,San Pedro, CA 90731",(310) 521-9209,,,,,,English,Last Updated: 8/13/2025 9:45:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HOUSE OF HOPE FOUNDATION, INC.",,"221, 223, 225, 227, 229, 235 West 9th Street,San Pedro, CA 90731",(877) 403-8016,,,RS(3.1)Adult - F: 0RS(3.5)Adult - F: 0,,,English,Last Updated: 8/13/2025 9:45:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEACON HOUSE ASSOCIATION OF SAN PEDRO (THE),,"132 West 10th Street,San Pedro, CA 90731",(310) 514-4940,,,RS(3.1)Adult - M: 0,,,English,Last Updated: 8/14/2025 9:10:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEACON HOUSE ASSOCIATION OF SAN PEDRO (THE),,"103 West 11th Street,San Pedro, CA 90731",(310) 514-4940,,,,,,English,Last Updated: 8/14/2025 9:10:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.",,"18646 Oxnard Street,Tarzana, CA 91356",(800) 996-1051,,,RS(3.1)Adult - M: 0Adult - F: 0RS(3.3)Adult - M: 0Adult - F: 0RS(3.5)Adult - M: 1Adult - F: 0R-WMAdult - M: 0Adult - F: 0I-WMAdult - M: 0Adult - F: 0,,,"Armenian, English, Russian, Spanish, Tagalog",Last Updated: 8/14/2025 9:17:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRED BROWN'S RECOVERY SERVICES, INC.",,"270, 276, and 278 West 14th Street,San Pedro, CA 90731",(310) 519-8723,,,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0,,,English,Last Updated: 8/14/2025 8:22:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.",,"6005 Yolanda Avenue,Tarzana, CA 91356",(800) 996-1051,,,,,,Spanish,Last Updated: 8/13/2025 11:05:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.",,"18700 Oxnard Street,Tarzana, CA 91356",(800) 996-1051,,,,,,"English, Spanish",Last Updated: 8/13/2025 11:05:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRED BROWN'S RECOVERY SERVICES, INC.",,",San Pedro, CA 90732",(310) 519-8723,,,RBHAdult - M: 0,,,English,Last Updated: 8/14/2025 8:22:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTERN PACIFIC MED-CORP,,"7232 Canby Avenue, Suites 4,5,6,Reseda, CA 91335",(818) 705-5561,,,,,,"English, Thai",Last Updated: 8/14/2025 5:26:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.",,",Reseda, CA 91335",(800) 996-1051,,,RBHAdult - M: 2,,,English,Last Updated: 8/14/2025 9:16:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRED BROWN'S RECOVERY SERVICES, INC.",,"505 South Pacific Avenue, Unit 104, 105, 106, 205, 206,San Pedro, CA 90731",(310) 833-7400,,,,,,"English, Spanish",Last Updated: 8/14/2025 8:22:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRED BROWN'S RECOVERY SERVICES, INC.",,",San Pedro, CA 90731",(310) 519-8723,,,RBHAdult - F: 0,,,English,Last Updated: 8/14/2025 8:22:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRED BROWN'S RECOVERY SERVICES, INC.",,",San Pedro, CA 90731",(310) 519-8723,,,RBHAdult - F: 0,,,English,Last Updated: 8/14/2025 8:22:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRED BROWN'S RECOVERY SERVICES, INC.",,",San Pedro, CA 90731",(310) 519-8723,,,RBHAdult - F: 0,,,English,Last Updated: 8/14/2025 8:22:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRED BROWN'S RECOVERY SERVICES, INC.",,",San Pedro, CA 90731",(310) 519-8723,,,RBHAdult - F: 0,,,English,Last Updated: 8/14/2025 8:22:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HOUSE OF HOPE FOUNDATION, INC.",,",San Pedro, CA 90731",(310) 521-9209,,,RBHAdult - F: 0,,,English,Last Updated: 8/13/2025 9:45:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HOUSE OF HOPE FOUNDATION, INC.",,",San Pedro, CA 90731",(310) 521-9209,,,RBHAdult - F: 0,,,English,Last Updated: 8/13/2025 9:45:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HOUSE OF HOPE FOUNDATION, INC.",,",San Pedro, CA 90731",(310) 521-9209,,,RBHAdult - F: 0,,,English,Last Updated: 8/13/2025 9:45:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HOUSE OF HOPE FOUNDATION, INC.",,",San Pedro, CA 90731",(310) 831-9411,,,RBHAdult - F: 0,,,English,Last Updated: 8/13/2025 9:45:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HOUSE OF HOPE FOUNDATION, INC.",,",San Pedro, CA 90731",(310) 521-9209,,,RBHAdult - F: 0,,,English,Last Updated: 8/13/2025 9:45:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRED BROWN'S RECOVERY SERVICES, INC.",Secondary Agency Name:,",San Pedro, CA 90731",(310) 519-8723,,,RBHAdult - M: 0Adult - F: 0,,,English,Last Updated: 8/14/2025 8:22:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRED BROWN'S RECOVERY SERVICES, INC.",Secondary Agency Name:,",San Pedro, CA 90731",(310) 519-8723,,,RBHAdult - M: 0,,,English,Last Updated: 8/14/2025 8:22:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRED BROWN'S RECOVERY SERVICES, INC.",,",San Pedro, CA 90731",(310) 519-8723,,,RBHAdult - M: 0,,,English,Last Updated: 8/14/2025 8:22:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRED BROWN'S RECOVERY SERVICES, INC.",,",San Pedro, CA 90731",(310) 519-8723,,,RBHAdult - M: 0,,,English,Last Updated: 8/14/2025 8:22:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRED BROWN'S RECOVERY SERVICES, INC.",,",San Pedro, CA 90731",(310) 519-8723,,,RBHAdult - M: 0,,,English,Last Updated: 8/14/2025 8:22:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRED BROWN'S RECOVERY SERVICES, INC.",,",San Pedro, CA 90731",(310) 519-8723,,,RBHAdult - M: 0,,,English,Last Updated: 8/14/2025 8:22:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRED BROWN'S RECOVERY SERVICES, INC.",,",San Pedro, CA 90731",(310) 519-8723,,,RBHAdult - M: 0,,,English,Last Updated: 8/14/2025 8:22:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRED BROWN'S RECOVERY SERVICES, INC.",,",Torrance, CA 90731",(310) 519-8723,,,RBHAdult - M: 0,,,English,Last Updated: 8/14/2025 8:22:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRED BROWN'S RECOVERY SERVICES, INC.",,",San Pedro, CA 90731",(310) 519-8723,,,RBHAdult - M: 0,,,English,Last Updated: 8/14/2025 8:22:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRED BROWN'S RECOVERY SERVICES, INC.",,",San Pedro, CA 90731",(310) 519-8723,,,RBHAdult - M: 0,,,English,Last Updated: 8/14/2025 8:22:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRED BROWN'S RECOVERY SERVICES, INC.",,",San Pedro, CA 90731",(310) 519-8723,,,RBHAdult - M: 0,,,English,Last Updated: 8/14/2025 8:22:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.",,"7101 Baird Avenue,Reseda, CA 91335",(800) 996-1051,,,,,,"English, Spanish",Last Updated: 8/13/2025 11:05:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRED BROWN'S RECOVERY SERVICES, INC.",,"856 West 19th Street,San Pedro, CA 90731",(310) 519-8723,,,RS(3.1)Adult - M: 0RS(3.3)Adult - M: 0RS(3.5)Adult - M: 0,,,English,Last Updated: 8/14/2025 8:22:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRED BROWN'S RECOVERY SERVICES, INC.",,",San Pedro, CA 90731",(310) 519-8723,,,RBHAdult - F: 0,,,English,Last Updated: 8/14/2025 8:22:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.",,",Reseda, CA 91335",(800) 996-1051,,,RBHAdult - F: 2,,,Spanish,Last Updated: 8/14/2025 9:14:04 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.",,",Reseda, CA 91335",(800) 996-1051,,,RBHAdult - F: 2,,,English,Last Updated: 8/14/2025 9:16:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.",,",Reseda, CA 91335",(800) 996-1051,,,RBHAdult - F: 2,,,English,Last Updated: 8/14/2025 9:16:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.",,",Reseda, CA 91335",(800) 996-1051,,,RBHAdult - M: 2,,,English,Last Updated: 8/14/2025 9:14:04 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.",,",Reseda, CA 91335",(800) 996-1051,,,RBHAdult - M: 2,,,English,Last Updated: 8/14/2025 9:16:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.",,",Reseda, CA 91335",(800) 996-1051,,,RBHAdult - M: 2,,,English,Last Updated: 8/14/2025 9:17:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.",,",Tarzana, CA 91335",(800) 996-1051,,,RBHAdult - M: 2,,,Spanish,Last Updated: 8/13/2025 11:07:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAFETY EDUCATION CENTER, INC.",,"18700 Sherman Way, Suite 117,Reseda, CA 91335",(818) 708-1198,,,,,,Spanish,Last Updated: 5/21/2025 9:40:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.",,"8330 Reseda Boulevard,Northridge, CA 91324",(800) 996-1051,,,,,,"English, Spanish",Last Updated: 8/13/2025 11:05:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AEGIS TREATMENT CENTERS, LLC",,"1825 East Thelborn Street,West Covina, CA 91790",(626) 915-3844,,,,,,"English, Spanish",Last Updated: 8/14/2025 8:29:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOCIAL MODEL RECOVERY SYSTEMS, INC.",,",Covina, CA 91722",(877) 507-6242,,,RBHAdult - F: 0,,,English,Last Updated: 8/13/2025 7:02:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.",,",Granada Hills, CA 91344",(800) 996-1051,,,RBHAdult - M: 1,,,Spanish,Last Updated: 8/13/2025 11:07:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOCIAL MODEL RECOVERY SYSTEMS, INC.",Secondary Agency Name:,"17719 East Cypress Street,Covina, CA 91722",(877) 507-6242,,,RS(3.1)Adult - F: 0RS(3.5)Adult - F: 0R-WMAdult - F: 0,,,Spanish,Last Updated: 8/2/2025 6:31:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOCIAL MODEL RECOVERY SYSTEMS, INC.",Secondary Agency Name:,"17727 East Cypress Street,Covina, CA 91722",(877) 507-6242,,,RS(3.1)Adult - F: 0RS(3.5)Adult - F: 0R-WMAdult - F: 0,,,Spanish,Last Updated: 8/2/2025 6:31:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC TRAFFIC SAFETY PROGRAM,,"453 East Arrow Highway, Suite I,Azusa, CA 91702",(626) 967-6363,,,,,,Spanish,Last Updated: 10/8/2024 10:36:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.",,",Palmdale, CA 93550",(800) 996-1051,,,RBHAdult - F: 2,,,English,Last Updated: 8/14/2025 9:14:04 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOCIAL MODEL RECOVERY SYSTEMS, INC.",Secondary Agency Name:,"510 South Second Avenue, Suites 6 & 7,Covina, CA 91723",(877) 507-6242,,,,,,Spanish,Last Updated: 8/13/2025 1:24:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTER FOR INTEGRATED FAMILY AND HEALTH SERVICES,Secondary Agency Name:,"540 South Eremland Drive, Suites A-D,Covina, CA 91723",(626) 966-1577,,,,,,"English, Spanish",Last Updated: 8/12/2025 8:47:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAVARUA MEDICAL REHABILITATION SERVICES D.B.A. AZUSA MEDICAL AND MENTAL HEALTH SERVICES,,"474 South Citrus Avenue,Azusa, CA 91702",(626) 858-9500,,,,,,"English, Spanish",Last Updated: 8/13/2025 6:59:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.",,",Northridge, CA 91324",(800) 996-1051,,,RBHAdult - M: 2,,,English,Last Updated: 8/14/2025 9:14:04 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.",Secondary Agency Name:,",Northridge, CA 91324",(800) 996-1051,,,RBHAdult - M: 2,,,English,Last Updated: 8/14/2025 9:14:04 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.",,"Winnetka, CA 91306",(800) 996-1051,,,RBHAdult - M: 2,,,Spanish,Last Updated: 8/14/2025 9:12:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.",,",Winnetka, CA 91306",(800) 996-1051,,,RBHAdult - M: 2,,,English,Last Updated: 8/14/2025 9:17:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.",,"6022 Variel Avenue,Woodland Hills, CA 91367",(800) 996-1051,,,,,,"American Sign Language, English, Farsi",Last Updated: 8/13/2025 11:07:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NATIONAL COUNCIL ON ALCOHOLISM AND DRUG DEPENDENCE OF EAST SAN GABRIEL AND POMONA VALLEYS, INC.",,"4626 North Grand Avenue,Covina, CA 91724",(626) 331-5316,,,,,,"English, Spanish",Last Updated: 8/13/2025 9:17:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.",,",Woodland Hills, CA 91367",(800) 996-1051,,,RBHAdult - M: 2,,,English,Last Updated: 8/14/2025 9:17:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.",,",Woodland Hills, CA 91367",(800) 996-1051,,,RBHAdult - M: 2,,,Spanish,Last Updated: 8/14/2025 9:17:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CALIFORNIA DIVERSION PROGRAMS, INC.",,"21054 Sherman Way, Suite 205 ,Canoga Park, CA 91303",(818) 716-0188,,,,,,"English, Spanish",Last Updated: 6/30/2017 8:26:04 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARZANA TREATMENT CENTERS, INC.",,",Canoga Park, CA 91304",(800) 996-1051,,,RBHAdult - M: 1,,,English,Last Updated: 8/14/2025 9:13:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CENTER FOR COUNSELING AND EDUCATION, INC.",,"7120 Topanga Canyon Boulevard,Canoga Park, CA 91303",(818) 992-0460,,,,,,"English, Spanish",Last Updated: 6/30/2017 8:23:29 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUI PROGRAM OF SFV,,"7120 Topanga Canyon Boulevard,Canoga Park, CA 91303",(818) 992-0460,,,,,,"English, Spanish",Last Updated: 6/30/2017 8:24:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RANCHO SAN ANTONIO BOYS HOME, INC.",,"21000 Plummer Street,Chatsworth, CA 91311",(818) 882-6400,,,,,,"English, Spanish",Last Updated: 8/7/2025 2:06:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ALT RECOVERY GROUP 2, LLC",,"20946 Devonshire Street, 100,Chatsworth, CA 91311",(818) 626-8053,,,,,,English,Last Updated: 11/8/2022 6:13:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
